nivel,lat,lng
PRIMARIA,19.564517,-99.139624
SECUNDARIA,19.355597,-99.155533
PRIMARIA,19.407301,-99.221452
PRIMARIA,19.343837,-99.216017
PRIMARIA,19.36683,-99.160274
PRIMARIA,19.374996,-99.11205
SECUNDARIA,19.277799,-99.124668
SECUNDARIA,19.257679,-99.162104
INICIAL,19.321387,-99.108108
PRIMARIA,19.408764,-99.127611
SECUNDARIA,19.3959,-99.0976
PRIMARIA,19.399151,-99.096591
PRIMARIA,19.326781,-99.123467
INICIAL,19.382982,-99.164425
PRIMARIA,19.265588,-99.114123
PRIMARIA,19.341548,-99.20744
SECUNDARIA,19.482083,-99.214756
PREESCOLAR,19.356381,-99.101913
PRIMARIA,19.391329,-99.138818
PREESCOLAR,19.2883,-99.1671
PRIMARIA,19.290874,-99.147724
SECUNDARIA,19.363743,-99.105562
SECUNDARIA,19.542049,-99.138897
SECUNDARIA,19.337109,-99.005988
PRIMARIA,19.330715,-99.073774
INICIAL,19.457482,-99.191941
PRIMARIA,19.392944,-99.063768
PRIMARIA,19.312222,-99.149125
SECUNDARIA,19.372,-99.1579
PRIMARIA,19.497883,-99.090886
INICIAL,19.4841,-99.1844
PRIMARIA,19.235,-99.16328
PRIMARIA,19.32114,-99.0375
SECUNDARIA,19.293175,-99.174683
PRIMARIA,19.357163,-99.083225
PRIMARIA,19.273295,-99.139903
PRIMARIA,19.435313,-99.180574
PRIMARIA,19.23468,-99.15896
PRIMARIA,19.393222,-99.134293
PRIMARIA,19.377462,-99.070616
SECUNDARIA,19.357569,-99.085813
PRIMARIA,19.390331,-99.095416
PRIMARIA,19.464345,-99.18122
SECUNDARIA,19.50999,-99.12658
SECUNDARIA,19.369751,-99.217784
SECUNDARIA,19.384277,-99.044009
PRIMARIA,19.256265,-99.106017
PRIMARIA,19.451136,-99.113156
SECUNDARIA,19.334322,-99.272793
SECUNDARIA,19.344903,-99.01645
PREESCOLAR,19.466438,-99.129951
PREESCOLAR,19.425408,-99.173261
PRIMARIA,19.474789,-99.142585
PRIMARIA,19.367067,-99.111069
PRIMARIA,19.310416,-99.248758
INICIAL,19.348631,-99.059557
PRIMARIA,19.426682,-99.069789
PRIMARIA,19.36095,-99.195831
INICIAL,19.326367,-99.135477
PRIMARIA,19.469201,-99.18632
PREESCOLAR,19.44165,-99.137015
PRIMARIA,19.468061,-99.187969
SECUNDARIA,19.420913,-99.159037
SECUNDARIA,19.369062,-99.142637
PRIMARIA,19.439781,-99.131326
SECUNDARIA,19.316332,-99.104015
PRIMARIA,19.450794,-99.161825
PRIMARIA,19.194425,-99.095385
PRIMARIA,19.295213,-99.057319
PREESCOLAR,19.359,-99.0926
PRIMARIA,19.466866,-99.105883
PREESCOLAR,19.440711,-99.135887
PRIMARIA,19.398511,-99.142694
PRIMARIA,19.4829,-99.1135
PRIMARIA,19.406285,-99.061489
PREESCOLAR,19.460762,-99.093924
PRIMARIA,19.351236,-99.004339
PRIMARIA,19.426101,-99.219368
PRIMARIA,19.271859,-99.173356
PRIMARIA,19.175582,-98.996661
PRIMARIA,19.375448,-99.16857
PRIMARIA,19.451744,-99.089127
SECUNDARIA,19.400126,-99.156109
SECUNDARIA,19.463386,-99.155863
SECUNDARIA,19.24612,-99.092998
SECUNDARIA,19.562507,-99.138301
PRIMARIA,19.461148,-99.127683
SECUNDARIA,19.354402,-99.192872
SECUNDARIA,19.293102,-99.176947
PRIMARIA,19.496523,-99.100655
PRIMARIA,19.36386,-99.07058
PRIMARIA,19.381805,-99.125715
PREESCOLAR,19.408841,-99.121994
SECUNDARIA,19.438184,-99.161428
PRIMARIA,19.507759,-99.093456
PRIMARIA,19.247214,-99.178273
PRIMARIA,19.348036,-99.007514
PRIMARIA,19.500915,-99.130476
PREESCOLAR,19.294657,-99.226416
SECUNDARIA,19.490173,-99.202515
SECUNDARIA,19.4829,-99.1135
INICIAL,19.38892,-99.066534
PRIMARIA,19.363707,-99.093038
PRIMARIA,19.355588,-99.074588
PRIMARIA,19.33605,-99.069154
SECUNDARIA,19.280088,-99.164467
PRIMARIA,19.440649,-99.146067
PRIMARIA,19.359,-99.0926
PRIMARIA,19.218341,-99.205892
PRIMARIA,19.421363,-99.07201
SECUNDARIA,19.3908,-99.1954
PRIMARIA,19.3574,-99.2998
PRIMARIA,19.333769,-99.025928
PRIMARIA,19.467129,-99.123443
PRIMARIA,19.368831,-99.155076
PREESCOLAR,19.346212,-99.151411
INICIAL,19.358498,-99.057309
PRIMARIA,19.264007,-99.164483
PRIMARIA,19.4193,-99.1137
PRIMARIA,19.377301,-99.171729
PRIMARIA,19.41461,-99.058532
PREESCOLAR,19.474313,-99.14525
PRIMARIA,19.400786,-99.130998
PRIMARIA,19.289251,-99.121857
PRIMARIA,19.395113,-99.192959
PRIMARIA,19.49506,-99.087466
PRIMARIA,19.4073,-99.1908
PRIMARIA,19.388184,-99.207518
PREESCOLAR,19.361441,-99.084301
INICIAL,19.416535,-99.148248
SECUNDARIA,19.477877,-99.157612
PRIMARIA,19.29445,-99.123394
INICIAL,19.300526,-99.046525
PRIMARIA,19.198518,-99.122657
PREESCOLAR,19.428263,-99.143812
INICIAL,19.453475,-99.134034
SECUNDARIA,19.385983,-99.202283
PRIMARIA,19.3908,-99.1954
SECUNDARIA,19.311319,-99.221929
PRIMARIA,19.39452,-99.137106
PRIMARIA,19.305648,-99.067388
PRIMARIA,19.387467,-99.214166
PRIMARIA,19.400027,-99.129309
SECUNDARIA,19.40717,-99.171715
PRIMARIA,19.324067,-99.159945
PRIMARIA,19.407675,-99.130503
PRIMARIA,19.45697,-99.104164
SECUNDARIA,19.375881,-99.053773
SECUNDARIA,19.394363,-99.072368
PRIMARIA,19.50754,-99.099371
SECUNDARIA,19.46853,-99.114237
PRIMARIA,19.299447,-99.12013
PRIMARIA,19.433677,-99.127817
PREESCOLAR,19.4829,-99.1135
PREESCOLAR,19.457482,-99.191941
PRIMARIA,19.40731,-99.17084
SECUNDARIA,19.36254,-99.067149
SECUNDARIA,19.370628,-99.186772
SECUNDARIA,19.4656,-99.107924
PRIMARIA,19.484716,-99.213724
PRIMARIA,19.448777,-99.194349
PRIMARIA,19.321097,-99.146818
PRIMARIA,19.487883,-99.119469
PRIMARIA,19.27642,-99.13781
PRIMARIA,19.512882,-99.160416
PRIMARIA,19.394937,-99.107076
PRIMARIA,19.399913,-99.162455
PREESCOLAR,19.561928,-99.141096
PRIMARIA,19.329343,-99.122216
INICIAL,19.290812,-99.160931
PRIMARIA,19.349877,-99.156117
PRIMARIA,19.4416,-99.1519
PRIMARIA,19.517651999999998,-99.128672
INICIAL,19.317231,-99.113201
PRIMARIA,19.33518,-99.227812
PREESCOLAR,19.389925,-99.202016
PRIMARIA,19.345168,-99.312464
SECUNDARIA,19.294933,-99.057341
PRIMARIA,19.379481,-99.052342
PRIMARIA,19.242348,-99.096198
PRIMARIA,19.448829,-99.141807
PRIMARIA,19.267975,-99.103384
SECUNDARIA,19.386085,-99.101218
INICIAL,19.446309,-99.169402
SECUNDARIA,19.306103,-99.22161
PRIMARIA,19.32186,-99.03977
PRIMARIA,19.4193,-99.1137
PREESCOLAR,19.364514,-99.140448
PRIMARIA,19.319219,-99.062387
PRIMARIA,19.475938,-99.178958
SECUNDARIA,19.478289,-99.114296
PRIMARIA,19.338665,-99.126181
SECUNDARIA,19.408207,-99.109636
SECUNDARIA,19.17679,-98.990068
SECUNDARIA,19.327261,-99.11668
PRIMARIA,19.514503,-99.131278
SECUNDARIA,19.497914,-99.114334
PRIMARIA,19.256588,-99.119049
PRIMARIA,19.393721,-99.073289
PRIMARIA,19.469201,-99.186323
PRIMARIA,19.506373,-99.089381
PREESCOLAR,19.439858,-99.175787
PREESCOLAR,19.253954,-99.011287
PREESCOLAR,19.438523,-99.087323
PRIMARIA,19.467353,-99.076838
PRIMARIA,19.186927,-99.073544
INICIAL,19.44588,-99.113558
SECUNDARIA,19.359618,-99.200803
PRIMARIA,19.44844,-99.161632
PRIMARIA,19.35665,-99.18363
INICIAL,19.475278,-99.15334
PRIMARIA,19.465721,-99.099011
PREESCOLAR,19.440633,-99.147085
SECUNDARIA,19.400791,-99.059482
SECUNDARIA,19.366867,-99.232516
PRIMARIA,19.422356,-99.118008
PRIMARIA,19.263712,-99.173449
PRIMARIA,19.49562,-99.08122
SECUNDARIA,19.242912,-99.071743
PRIMARIA,19.256008,-99.131127
SECUNDARIA,19.4451,-99.192823
SECUNDARIA,19.480052,-99.115139
PRIMARIA,19.213793,-98.992189
PRIMARIA,19.368142,-99.232546
SECUNDARIA,19.419792,-99.218573
PREESCOLAR,19.423139,-99.136774
PRIMARIA,19.34415,-99.21316
PRIMARIA,19.398122,-99.054243
SECUNDARIA,19.394849,-99.097677
PRIMARIA,19.484995,-99.114209
PRIMARIA,19.442029,-99.141015
INICIAL,19.460762,-99.093924
SECUNDARIA,19.293263,-99.054903
PRIMARIA,19.19771,-99.052546
INICIAL,19.42084,-99.134309
SECUNDARIA,19.350687,-99.119286
PRIMARIA,19.43804,-99.170139
PRIMARIA,19.24301,-99.073543
PRIMARIA,19.367216,-99.10409
PRIMARIA,19.218798,-99.097979
SECUNDARIA,19.452899,-99.132331
PRIMARIA,19.232484,-99.119325
SECUNDARIA,19.2883,-99.1671
PRIMARIA,19.541997,-99.138941
PRIMARIA,19.509287,-99.09843
PRIMARIA,19.319448,-99.09205
PRIMARIA,19.259716,-99.11476
PREESCOLAR,19.345054,-99.284086
PREESCOLAR,19.462662,-99.124858
PRIMARIA,19.372726,-99.170085
PRIMARIA,19.514126,-99.132276
PRIMARIA,19.438438,-99.125243
PREESCOLAR,19.484357,-99.104484
PRIMARIA,19.3049,-99.2415
SECUNDARIA,19.298352,-99.119109
PRIMARIA,19.374924,-99.185549
PRIMARIA,19.431849,-99.166597
SECUNDARIA,19.338979,-98.988175
PRIMARIA,19.415656,-99.15798
PRIMARIA,19.265892,-99.167815
PRIMARIA,19.313362,-99.101227
INICIAL,19.335392,-99.209789
PRIMARIA,19.449552,-99.17067
PRIMARIA,19.442295,-99.210059
PRIMARIA,19.50871,-99.12466
PRIMARIA,19.493495,-99.200524
SECUNDARIA,19.390271,-99.214028
PRIMARIA,19.2883,-99.1671
PRIMARIA,19.279358,-98.999845
PRIMARIA,19.42737,-99.095563
PRIMARIA,19.246958,-99.010609
SECUNDARIA,19.267933,-99.141691
PREESCOLAR,19.306786,-99.067393
PREESCOLAR,19.49452,-99.136599
PRIMARIA,19.472075,-99.108945
PRIMARIA,19.357194,-99.059985
PRIMARIA,19.305292,-99.246748
INICIAL,19.39898,-99.072595
PRIMARIA,19.472929,-99.161022
PRIMARIA,19.383372,-99.113671
PRIMARIA,19.309043,-99.110584
PRIMARIA,19.470079,-99.157358
PRIMARIA,19.353687999999998,-99.079174
SECUNDARIA,19.360553,-99.005839
PRIMARIA,19.345278,-99.038985
PRIMARIA,19.25236,-99.057941
PRIMARIA,19.315788,-99.248178
SECUNDARIA,19.3574,-99.2998
SECUNDARIA,19.3959,-99.0976
PREESCOLAR,19.430006,-99.221774
PRIMARIA,19.374109,-99.208406
SECUNDARIA,19.48099,-99.086954
PRIMARIA,19.368016,-99.103312
PRIMARIA,19.510886,-99.095921
PRIMARIA,19.42793,-99.095046
PRIMARIA,19.38302,-99.104928
PRIMARIA,19.3908,-99.1954
INICIAL,19.436673,-99.192106
PRIMARIA,19.372172,-99.2127
SECUNDARIA,19.350377,-99.045058
PRIMARIA,19.360196,-99.095727
PRIMARIA,19.287225,-99.04079
PRIMARIA,19.388546,-99.09175
SECUNDARIA,19.217895,-98.995777
INICIAL,19.344905,-99.191155
PRIMARIA,19.492663,-99.080413
SECUNDARIA,19.458571,-99.065292
SECUNDARIA,19.490614,-99.197475
INICIAL,19.423037,-99.195299
PREESCOLAR,19.419261,-99.151147
PRIMARIA,19.26965,-99.00401
SECUNDARIA,19.461516,-99.173007
PRIMARIA,19.390112,-99.122845
PRIMARIA,19.354465,-99.242314
PRIMARIA,19.290466,-99.221643
PRIMARIA,19.255771,-99.126632
INICIAL,19.437487,-99.16076
SECUNDARIA,19.334649,-99.204576
PRIMARIA,19.490996,-99.20783
PRIMARIA,19.49092,-99.19952
PRIMARIA,19.2883,-99.1671
PRIMARIA,19.318693,-99.23011
PREESCOLAR,19.434203,-99.2221
PRIMARIA,19.260309,-99.117531
PRIMARIA,19.334872,-99.041928
PREESCOLAR,19.466464,-99.150904
PRIMARIA,19.41079,-99.068
SECUNDARIA,19.45505,-99.10561
PREESCOLAR,19.462105,-99.111718
PRIMARIA,19.289021,-99.175474
PRIMARIA,19.250994,-99.027882
PRIMARIA,19.342822,-99.280258
INICIAL,19.422978,-99.151045
PRIMARIA,19.400786,-99.130998
PRIMARIA,19.33645,-99.018891
PRIMARIA,19.356489,-99.004424
PRIMARIA,19.381404,-99.03572
PRIMARIA,19.494926,-99.097032
PRIMARIA,19.442339,-99.112764
PRIMARIA,19.430479,-99.190067
PREESCOLAR,19.365411,-99.159275
PREESCOLAR,19.33677,-99.1093
PREESCOLAR,19.357071,-99.0577
SECUNDARIA,19.353258,-99.297869
SECUNDARIA,19.350704,-99.183568
PRIMARIA,19.315972,-99.104015
PREESCOLAR,19.43147,-99.119605
PRIMARIA,19.347786,-99.024679
PRIMARIA,19.414928,-99.1188
PRIMARIA,19.384046,-99.274103
PRIMARIA,19.216889,-98.972877
PRIMARIA,19.316542,-99.242096
PRIMARIA,19.445757,-99.096604
PRIMARIA,19.40643,-99.12581
PRIMARIA,19.366814,-99.174907
SECUNDARIA,19.397155,-99.067568
PRIMARIA,19.354667,-99.118975
SECUNDARIA,19.419844,-99.109384
SECUNDARIA,19.326698,-99.02608
PRIMARIA,19.498857,-99.084678
PREESCOLAR,19.278501,-99.006088
PREESCOLAR,19.410708,-99.162627
PRIMARIA,19.414724,-99.086043
PRIMARIA,19.44806,-99.172111
PRIMARIA,19.309748,-99.230372
PRIMARIA,19.341743,-99.022473
PRIMARIA,19.29607,-99.030406
PREESCOLAR,19.471129,-99.139568
PRIMARIA,19.50999,-99.12658
PRIMARIA,19.246357,-99.106429
PRIMARIA,19.421363,-99.07201
PRIMARIA,19.278479,-99.008857
PRIMARIA,19.344612,-99.152048
SECUNDARIA,19.395234,-99.140264
PRIMARIA,19.468008,-99.15674
PRIMARIA,19.345566,-99.036026
SECUNDARIA,19.447811,-99.219836
SECUNDARIA,19.519567,-99.149353
PRIMARIA,19.292122,-99.237005
PRIMARIA,19.328491,-99.080217
SECUNDARIA,19.405506,-99.130764
PRIMARIA,19.294576,-99.049034
SECUNDARIA,19.378599,-99.277408
PRIMARIA,19.286856,-99.226325
PRIMARIA,19.413283,-99.132287
PRIMARIA,19.342701,-98.999342
PRIMARIA,19.338156,-99.222235
PRIMARIA,19.398987,-99.161972
SECUNDARIA,19.358003,-99.049175
PRIMARIA,19.320492,-99.2225
PRIMARIA,19.372172,-99.2127
PRIMARIA,19.356983,-99.016045
PRIMARIA,19.502436,-99.092337
PRIMARIA,19.307079,-99.080359
PRIMARIA,19.268142,-99.132271
PRIMARIA,19.5134,-99.131973
PRIMARIA,19.371384,-99.218828
SECUNDARIA,19.317316,-99.227987
PRIMARIA,19.338001,-99.007243
PRIMARIA,19.408747,-99.127487
PRIMARIA,19.517651999999998,-99.128672
PREESCOLAR,19.411601,-99.156403
PRIMARIA,19.4073,-99.1908
PRIMARIA,19.334016,-99.023665
PRIMARIA,19.31211,-99.037642
PRIMARIA,19.492386,-99.142717
SECUNDARIA,19.497584,-99.198606
INICIAL,19.295409,-99.178285
INICIAL,19.259043,-99.120268
PRIMARIA,19.397815,-99.164428
PREESCOLAR,19.51191,-99.206701
INICIAL,19.331357,-99.171394
INICIAL,19.37883,-99.173513
PRIMARIA,19.360448,-99.297068
PRIMARIA,19.368675,-99.226253
SECUNDARIA,19.303215,-99.053322
PRIMARIA,19.513667,-99.130976
PRIMARIA,19.488832,-99.110461
SECUNDARIA,19.345345,-99.176706
PRIMARIA,19.3574,-99.2998
PRIMARIA,19.329808,-99.058361
PRIMARIA,19.267998,-99.00509
SECUNDARIA,19.396062,-99.050102999999993
PRIMARIA,19.315347,-99.07936
INICIAL,19.430717,-99.094705
PRIMARIA,19.400178,-99.068473
PRIMARIA,19.555959,-99.128606
PRIMARIA,19.250174,-99.010342
PRIMARIA,19.526418,-99.138809
INICIAL,19.395122,-99.166357
PRIMARIA,19.382265,-99.152989
SECUNDARIA,19.439721,-99.185459
SECUNDARIA,19.403625,-99.183035
PRIMARIA,19.309445,-99.115843
SECUNDARIA,19.359,-99.0926
PRIMARIA,19.310881,-99.073787
PRIMARIA,19.404131,-99.141693
SECUNDARIA,19.307392,-99.081396
PRIMARIA,19.345355,-99.176648
SECUNDARIA,19.489564,-99.12378
SECUNDARIA,19.359,-99.0926
PRIMARIA,19.358449,-99.241749
INICIAL,19.345341,-99.044427
PREESCOLAR,19.268785,-99.119579
PRIMARIA,19.365963,-99.197229
PRIMARIA,19.526418,-99.138809
INICIAL,19.330625,-99.327845
PRIMARIA,19.376059,-99.148606
SECUNDARIA,19.468519,-99.10991
PRIMARIA,19.513501,-99.141525
PRIMARIA,19.298586,-99.116974
PRIMARIA,19.326014,-99.224612
PRIMARIA,19.39509,-99.107832
PRIMARIA,19.347881,-99.028993
PRIMARIA,19.491523,-99.125036
PRIMARIA,19.367813,-99.128826
INICIAL,19.265372,-99.1012
PRIMARIA,19.195018,-99.002452
PRIMARIA,19.39303,-99.183808
PRIMARIA,19.4416,-99.1519
SECUNDARIA,19.334371,-99.272474
PREESCOLAR,19.395122,-99.166357
PRIMARIA,19.448766,-99.194312
PREESCOLAR,19.312222,-99.081968
PRIMARIA,19.487708,-99.151779
INICIAL,19.39505,-99.102781
SECUNDARIA,19.559942,-99.135921
INICIAL,19.479718,-99.200256
PRIMARIA,19.517746,-99.154417
SECUNDARIA,19.445676,-99.098176
SECUNDARIA,19.473338,-99.161177
PRIMARIA,19.359,-99.0926
PRIMARIA,19.421619,-99.071567
PRIMARIA,19.359,-99.0926
PREESCOLAR,19.338379,-99.144539
SECUNDARIA,19.350704,-99.183568
PREESCOLAR,19.32647,-99.135353
SECUNDARIA,19.368095,-99.204888
PRIMARIA,19.395113,-99.192959
PRIMARIA,19.345168,-99.312464
SECUNDARIA,19.488506,-99.11374
PRIMARIA,19.38561,-99.068226
PRIMARIA,19.338496,-99.301653
SECUNDARIA,19.481658,-99.120637
PRIMARIA,19.324626,-99.15922
SECUNDARIA,19.362363,-99.147552
PRIMARIA,19.287258,-99.06103
PRIMARIA,19.496679,-99.07965
PRIMARIA,19.3908,-99.1954
PRIMARIA,19.349307,-99.180639
PRIMARIA,19.325285,-99.113221
SECUNDARIA,19.355699,-99.29169
PRIMARIA,19.287728,-99.164917
SECUNDARIA,19.315724,-99.113432
SECUNDARIA,19.415785,-99.175176
PRIMARIA,19.295751,-99.062317
PREESCOLAR,19.50999,-99.12658
PRIMARIA,19.472323,-99.154135
SECUNDARIA,19.387177,-99.087438
PRIMARIA,19.357039,-99.25445
PRIMARIA,19.451971,-99.074815
PRIMARIA,19.479576,-99.066773
INICIAL,19.311478,-99.15339
SECUNDARIA,19.3049,-99.2415
SECUNDARIA,19.506722,-99.100227
INICIAL,19.364636,-99.078799
SECUNDARIA,19.452186,-99.139438
PRIMARIA,19.369493,-99.184253
SECUNDARIA,19.26616,-99.102436
PRIMARIA,19.330715,-99.073774
PRIMARIA,19.232914,-99.002254
INICIAL,19.462288,-99.18447
SECUNDARIA,19.280632,-99.1933
PRIMARIA,19.288945,-99.166186
PRIMARIA,19.420894,-99.10924
SECUNDARIA,19.297301,-99.15122
SECUNDARIA,19.428827,-99.150522
SECUNDARIA,19.266469,-99.175316
PRIMARIA,19.492716,-99.131547
PRIMARIA,19.343297,-99.132413
PRIMARIA,19.333463,-99.129274
PRIMARIA,19.412416,-99.06809
SECUNDARIA,19.478478,-99.184374
PRIMARIA,19.316927,-99.249041
PRIMARIA,19.339123,-99.280791
PREESCOLAR,19.413542,-99.146109
INICIAL,19.301344,-99.147841
PRIMARIA,19.359,-99.0926
PRIMARIA,19.394196,-99.070043
PRIMARIA,19.309378,-99.26499
PREESCOLAR,19.32392,-99.157676
PRIMARIA,19.367528,-99.120326
SECUNDARIA,19.359775,-99.265643
PRIMARIA,19.357049,-99.070125
PRIMARIA,19.340174,-99.194837
SECUNDARIA,19.310076,-99.109895
SECUNDARIA,19.366613,-99.159714
SECUNDARIA,19.330051,-98.976354
PRIMARIA,19.417982,-99.127516
PRIMARIA,19.303599,-99.176542
SECUNDARIA,19.370076,-99.278599
PREESCOLAR,19.31595,-99.249453
PRIMARIA,19.283178,-99.055305
PRIMARIA,19.38939,-99.150635
SECUNDARIA,19.471287,-99.076219
PRIMARIA,19.357347,-99.23228
INICIAL,19.422106,-99.202108
PRIMARIA,19.322626,-99.09918
SECUNDARIA,19.4656,-99.107924
PREESCOLAR,19.2635,-99.1049
PREESCOLAR,19.391206,-99.094728
PRIMARIA,19.31805,-99.157078
PRIMARIA,19.378613,-99.018741
SECUNDARIA,19.358309,-99.0072
PREESCOLAR,19.4416,-99.1519
SECUNDARIA,19.33635,-99.12271
PRIMARIA,19.242684,-99.073463
PREESCOLAR,19.213357,-99.182703
SECUNDARIA,19.427199,-99.131857
PREESCOLAR,19.441327,-99.169465
PRIMARIA,19.400743,-99.130503
PRIMARIA,19.321078,-99.062443
SECUNDARIA,19.332428,-99.286781
PREESCOLAR,19.267441,-99.010154
SECUNDARIA,19.3574,-99.2998
PRIMARIA,19.391754,-99.073113
PRIMARIA,19.423079,-99.119301
SECUNDARIA,19.322548,-99.061798
INICIAL,19.3546,-99.07457
INICIAL,19.3908,-99.1954
PRIMARIA,19.245394,-99.020876
SECUNDARIA,19.331459,-99.054267
PRIMARIA,19.426384,-99.131574
PRIMARIA,19.324335,-99.16851
PRIMARIA,19.427751,-99.129612
PRIMARIA,19.322337,-99.249109
SECUNDARIA,19.293887,-99.04732
PRIMARIA,19.445383,-99.113555
PRIMARIA,19.3574,-99.2998
INICIAL,19.363275,-99.153159
PRIMARIA,19.3574,-99.2998
INICIAL,19.207235,-99.120199
SECUNDARIA,19.496741,-99.095481
PREESCOLAR,19.395294,-99.075576
PRIMARIA,19.255474,-99.010626
PRIMARIA,19.351935,-99.300758
SECUNDARIA,19.254722,-99.006575
PRIMARIA,19.4193,-99.1137
INICIAL,19.442132,-99.17781
PRIMARIA,19.390081,-99.121545
PRIMARIA,19.377965,-99.185858
PRIMARIA,19.37267,-99.276928
SECUNDARIA,19.33,-99.29
PREESCOLAR,19.486379,-99.112938
INICIAL,19.399384,-99.134158
PRIMARIA,19.435214,-99.165762
SECUNDARIA,19.452899,-99.132331
PRIMARIA,19.412107,-99.190023
PRIMARIA,19.491901,-99.123647
PRIMARIA,19.406685,-99.196065
SECUNDARIA,19.337678,-99.134761
PRIMARIA,19.295961,-99.16567
SECUNDARIA,19.463232,-99.16557
PRIMARIA,19.431175,-99.220543
PRIMARIA,19.34066,-98.986864
PRIMARIA,19.36856,-99.233307
PRIMARIA,19.44267,-99.122701
SECUNDARIA,19.445106,-99.161568
SECUNDARIA,19.186228,-99.088795
PRIMARIA,19.419547,-99.116455
PRIMARIA,19.358614,-99.093829
PRIMARIA,19.446576,-99.114586
SECUNDARIA,19.444999,-99.178061
PRIMARIA,19.400562999999998,-99.102708
PRIMARIA,19.295155,-99.139539
SECUNDARIA,19.425498,-99.066498
SECUNDARIA,19.370077,-99.007013
SECUNDARIA,19.352831,-99.037565
PRIMARIA,19.324626,-99.15922
SECUNDARIA,19.422367,-99.057802
SECUNDARIA,19.356963,-99.082914
PRIMARIA,19.418046,-99.176987
PRIMARIA,19.315715,-99.249664
SECUNDARIA,19.3908,-99.1954
PRIMARIA,19.411224,-99.188378
INICIAL,19.288318,-99.173786
INICIAL,19.32647,-99.135353
SECUNDARIA,19.327849,-99.101434
PRIMARIA,19.27754,-99.124911
PRIMARIA,19.504531,-99.096352
SECUNDARIA,19.386233,-99.119414
PRIMARIA,19.392266,-99.195399
PRIMARIA,19.481396,-99.2048
PRIMARIA,19.439127,-99.111545
PRIMARIA,19.365073,-99.238616
PRIMARIA,19.52684,-99.166685
PRIMARIA,19.327284,-99.284369
PRIMARIA,19.304267,-99.144245
PRIMARIA,19.294439,-99.057965
PRIMARIA,19.297298,-99.036406
PRIMARIA,19.44613,-99.17993
PRIMARIA,19.347277,-99.111968
PREESCOLAR,19.467648,-99.163206
PREESCOLAR,19.398975,-99.146604
PREESCOLAR,19.501194,-99.131018
PRIMARIA,19.439294,-99.159436
PRIMARIA,19.363989,-99.167423
PREESCOLAR,19.300526,-99.046525
PRIMARIA,19.296223,-99.070435
INICIAL,19.177007,-99.030046
PRIMARIA,19.332937,-99.084552
PRIMARIA,19.370513,-99.141161
SECUNDARIA,19.241854,-98.996435
PRIMARIA,19.360062,-99.229771
PRIMARIA,19.360483,-99.050659
SECUNDARIA,19.300272,-99.120125
SECUNDARIA,19.3908,-99.1954
PREESCOLAR,19.372,-99.1579
INICIAL,19.433996,-99.170244
PRIMARIA,19.28194,-99.203033
PREESCOLAR,19.422978,-99.151045
PRIMARIA,19.439107,-99.107805
PRIMARIA,19.42517,-99.096297
PRIMARIA,19.544406,-99.137697
